	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0010876	GO:0010876	lipid localization	40/987	448/22893	1.22309323749611e-05	0.00356745536866634	0.00327625422936886	Pparg/Fasl/Cd36/Hbp1/Pla2g12b/Abca5/Fabp6/Apob/Abca8b/Ppara/Adipoq/Slc10a2/Abcg8/Syt7/Prap1/Acvr1c/Lrat/Mttp/Scp2/Dennd5b/Ces1f/Plscr4/Acsl3/Ano7/Slc51a/Pnpla8/Esyt3/Abcg5/Abcb1a/Abca9/Abca6/Abca12/Slc51b/Prelid2/Gulp1/Ces1g/Slc10a5/Lep/Xkr9/1700057G04Rik	40
GO:0035592	GO:0035592	establishment of protein localization to extracellular region	37/987	401/22893	1.24761862306784e-05	0.00356745536866634	0.00327625422936886	Pparg/Oprm1/Pde1c/Gip/Nr1d1/Pcsk1/Pde8b/Rab3c/Stxbp5l/Glp1r/Syt7/Acvr1c/Tlr2/Egf/Mttp/Epha5/Afm/Sytl4/Exph5/Ccl5/Rims2/Ptger3/Ildr2/Rfx3/Cnr1/Camk2n1/Rapgef4/Abca12/Casr/Per2/Mia3/Ptprn2/Lepr/Lep/Pclo/Malrd1/Zbed6	37
GO:0071692	GO:0071692	protein localization to extracellular region	37/987	407/22893	1.73225678541822e-05	0.00443184222837788	0.00407008367144524	Pparg/Oprm1/Pde1c/Gip/Nr1d1/Pcsk1/Pde8b/Rab3c/Stxbp5l/Glp1r/Syt7/Acvr1c/Tlr2/Egf/Mttp/Epha5/Afm/Sytl4/Exph5/Ccl5/Rims2/Ptger3/Ildr2/Rfx3/Cnr1/Camk2n1/Rapgef4/Abca12/Casr/Per2/Mia3/Ptprn2/Lepr/Lep/Pclo/Malrd1/Zbed6	37
GO:0009914	GO:0009914	hormone transport	35/987	378/22893	1.97346939706301e-05	0.00479651736956164	0.00440499142786538	Pparg/Pde1c/Gip/Tbx3/Nr1d1/Pde8b/Stxbp5l/Adipoq/Glp1r/Syt7/Oprk1/Acvr1c/Lrp2/Pex5l/P2ry1/Epha5/Sytl4/Ccl5/Rims2/Ptger3/Abcb1a/Ildr2/Rfx3/Cnr1/Camk2n1/Rapgef4/Abca12/Casr/Ffar4/Per2/Ptprn2/Lepr/Lep/Pclo/Zbed6	35
GO:0055088	GO:0055088	lipid homeostasis	21/987	176/22893	2.45251736127945e-05	0.00519371220374481	0.00476976438811198	Angptl4/Pla2g12b/Gip/Abca5/Apob/Nr1d1/Nr1d2/Zbtb20/Cyp39a1/Abcg8/Mttp/Prkaa2/Ces1f/Pnpla8/Abcg5/Cd24a/Tsku/Abca12/Ces1g/Alms1/Malrd1	21
GO:0010743	GO:0010743	regulation of macrophage derived foam cell differentiation	7/987	22/22893	2.61554445547236e-05	0.0052975673325213	0.00486514212090275	Pparg/Cd36/Hbp1/Abca5/Apob/Ppara/Adipoq	7
GO:0001822	GO:0001822	kidney development	31/987	329/22893	4.15175217392141e-05	0.00699956031230009	0.00642820630029876	Wt1/Cep290/Arg2/Rrm2b/Osr2/Adipoq/Gsta3/Cfh/Cenpf/Lrp2/Cat/Wnt2b/Enpep/Nek1/Pdgfd/Gcnt3/Rpgrip1l/Tbc1d32/Hoxb7/Gcnt1/Hoxd11/Greb1l/Pkhd1/Cd24a/Adamts16/Pbx1/Bcl2/Hspb11/Zfp950/Gcnt4/Dchs2	31
GO:0006836	GO:0006836	neurotransmitter transport	25/987	242/22893	5.13120784976433e-05	0.00804606495409819	0.00738928777278456	Braf/Cacnb4/Stxbp5l/Slc22a3/Syt7/Slc28a2/Napb/P2ry1/Gpm6b/Ppp1r9a/Rims2/Nrn1/Grin3a/Erc2/P2ry4/Sv2c/Ppfia2/Cadps/Ntrk2/Per2/Ptprn2/Grm7/Pclo/Unc13c/Nlgn1	25
GO:0048706	GO:0048706	embryonic skeletal system development	18/987	145/22893	5.41631240102492e-05	0.0080739454717825	0.00741489248385746	Hoxb6/Hoxc6/Pax5/Nipbl/Osr2/Col11a1/Etl4/Hoxb4/Hoxb5/Hoxb7/Hoxd1/Hoxd11/Hoxb3/Hoxd10/Pbx1/Hoxb8/Hoxd3/Hoxd4	18
GO:0051971	GO:0051971	positive regulation of transmission of nerve impulse	5/987	11/22893	5.48118083869209e-05	0.0080739454717825	0.00741489248385746	Itga2/Tnr/Chrnb4/Cntnap2/Rapgef4	5
GO:0009636	GO:0009636	response to toxic substance	16/987	123/22893	7.88715130338443e-05	0.009884953729093	0.00907807333667177	Cd36/Arnt2/Gsta3/Slc30a10/Cat/Adh5/Gabrb1/Nupr1/Ppp1r9a/Ccl5/Sesn1/Abcb1a/Aldh1a1/Scn3a/Bcl2/Scn9a	16
GO:0048512	GO:0048512	circadian behavior	11/987	64/22893	8.26929265746163e-05	0.009884953729093	0.00907807333667177	Nr1d1/Nr1d2/Casp1/Npy2r/Per3/Gabrb3/Ciart/Cntnap2/Ptger3/Lepr/Nlgn1	11
GO:0010742	GO:0010742	macrophage derived foam cell differentiation	7/987	26/22893	8.67289003936469e-05	0.009884953729093	0.00907807333667177	Pparg/Cd36/Hbp1/Abca5/Apob/Ppara/Adipoq	7
GO:0016079	GO:0016079	synaptic vesicle exocytosis	17/987	137/22893	8.69059105886297e-05	0.009884953729093	0.00907807333667177	Braf/Cacnb4/Stxbp5l/Syt7/Napb/P2ry1/Rims2/Nrn1/Grin3a/Erc2/P2ry4/Ppfia2/Cadps/Grm7/Pclo/Unc13c/Nlgn1	17
GO:0015074	GO:0015074	DNA integration	5/987	12/22893	9.06245719300698e-05	0.0100119555489107	0.00919470836257	Zfp729a/Zfp738/Zfp457/Zfp759/Zfp595	5
GO:0042908	GO:0042908	xenobiotic transport	8/987	35/22893	9.66371989208116e-05	0.0102120309555232	0.00937845218817305	Slc47a1/Slc22a4/Abca8b/Cldn1/Abcc5/Slc15a2/Slc22a3/Abcb1a	8
GO:0001505	GO:0001505	regulation of neurotransmitter levels	25/987	254/22893	0.000112257333817175	0.0114181501982914	0.0104861193800179	Braf/Cacnb4/Stxbp5l/Slc22a3/Slc5a7/Syt7/Napb/P2ry1/Bche/Gpm6b/Ppp1r9a/Rims2/Nrn1/Grin3a/Erc2/P2ry4/Ppfia2/Cadps/Ntrk2/Per2/Ptprn2/Grm7/Pclo/Unc13c/Nlgn1	25
GO:0150077	GO:0150077	regulation of neuroinflammatory response	7/987	27/22893	0.00011274865449866	0.0114181501982914	0.0104861193800179	Pparg/Nr1d1/Nupr1/Atm/Cd200r3/Cd200r4/Cd200r2	7
GO:0099504	GO:0099504	synaptic vesicle cycle	23/987	226/22893	0.000126427267027916	0.0121081975364667	0.0111198401351585	Braf/Cacnb4/Ppp3cc/Stxbp5l/Rab27b/Syt7/Napb/P2ry1/Dnajc6/Rims2/Nrn1/Grin3a/Erc2/P2ry4/Cd24a/Rapgef4/Ppfia2/Cadps/Grm7/Pclo/Unc13c/Nlgn1/Btbd8	23
GO:0006721	GO:0006721	terpenoid metabolic process	11/987	67/22893	0.000127035193244148	0.0121081975364667	0.0111198401351585	Aldh1a3/Cyp2c55/Cyp2e1/Hmgcs2/Lrat/Adh5/Sdr16c5/Cyp2w1/Cyp2j6/Adh6a/Aldh1a1	11
GO:0099643	GO:0099643	signal release from synapse	20/987	185/22893	0.000151553091833759	0.0136267482152979	0.0125144358819559	Braf/Cacnb4/Stxbp5l/Syt7/Napb/P2ry1/Ppp1r9a/Rims2/Nrn1/Grin3a/Erc2/P2ry4/Ppfia2/Cadps/Ntrk2/Ptprn2/Grm7/Pclo/Unc13c/Nlgn1	20
GO:0042462	GO:0042462	eye photoreceptor cell development	9/987	47/22893	0.000154257065149078	0.0136267482152979	0.0125144358819559	Thrb/Cfh/Olfm3/Rpgr/Nr2e3/Rpgrip1l/Ccdc66/Ntrk2/Alms1	9
GO:0034754	GO:0034754	cellular hormone metabolic process	15/987	120/22893	0.000204671136255151	0.0171187054641401	0.0157213546862608	Psg18/Aldh1a3/Akr1c18/Cyp2c55/Hsd3b6/Lrat/Sdr16c5/Scp2/Ppargc1a/Cyp2w1/Akr1c14/Adh6a/Aldh1a1/Ugt1a1/Ugt1a7c	15
GO:0007626	GO:0007626	locomotory behavior	25/987	264/22893	0.000205662202395968	0.0171187054641401	0.0157213546862608	Oprm1/Crbn/Gip/Aldh1a3/Tnr/Cacnb4/Fgf12/Oprk1/Als2/Slc4a10/Dab1/Elavl4/Chl1/Ido1/Dpp4/Chrnb4/Mcoln3/Ciart/Cntnap2/Hoxd10/Pcdh15/Hoxb8/Lepr/Gmfb/Selenop	25
GO:0019226	GO:0019226	transmission of nerve impulse	13/987	95/22893	0.00021651271039469	0.0171187054641401	0.0157213546862608	Itga2/Tnr/Cacnb4/Fgf12/Chrnb4/Cntnap2/Rapgef4/Ntrk2/Grm7/Scn3a/Ntrk3/Scn9a/Scn2a	13
GO:0050810	GO:0050810	regulation of steroid biosynthetic process	12/987	83/22893	0.000222147241615367	0.0171187054641401	0.0157213546862608	Prox1/Apob/Nr1d1/Akr1c18/Pde8b/Nr3c1/Scp2/Ppargc1a/Ces1f/Ces1g/Lep/Malrd1	12
GO:0048704	GO:0048704	embryonic skeletal system morphogenesis	14/987	108/22893	0.000224727932144952	0.0171187054641401	0.0157213546862608	Hoxb6/Pax5/Nipbl/Osr2/Col11a1/Hoxb4/Hoxb5/Hoxb7/Hoxd11/Hoxb3/Hoxd10/Hoxb8/Hoxd3/Hoxd4	14
GO:0009952	GO:0009952	anterior/posterior pattern specification	23/987	235/22893	0.000225385136742433	0.0171187054641401	0.0157213546862608	Hoxb6/Hoxc8/Hoxc6/Wt1/Tbx3/Hoxc10/Hoxd8/Wnt2b/Mllt3/Bhlhe41/Atm/Hoxb4/Hoxb5/Hoxb7/Tasor/Hoxd11/Hoxb3/Hoxd10/Pbx1/Hoxb8/Ripply1/Hoxd3/Hoxd4	23
GO:0010885	GO:0010885	regulation of cholesterol storage	6/987	22/22893	0.000260394137968223	0.019473475456362	0.0178839115647487	Pparg/Cd36/Apob/Ppara/Ces1f/Ces1g	6
GO:0009100	GO:0009100	glycoprotein metabolic process	29/987	332/22893	0.000268324222941282	0.0197624855714784	0.018149330613939	St8sia6/Man1a/St6gal1/Il33/Slc4a10/Col11a1/Ndst4/Ugdh/Gcnt3/B3galt2/Tmtc3/A4gnt/Gcnt1/Necab1/Edem3/Dpy19l4/Tet1/C1galt1c1/Slc51b/Slc39a8/Spock3/Ces2a/St8sia3/Bcl2/Lep/Bpnt2/Gal3st2c/Alg6/Gal3st2	29
GO:0002440	GO:0002440	production of molecular mediator of immune response	32/987	384/22893	0.000309567732723306	0.0218088224459129	0.0200286308845086	Cd36/Dnajb9/Mmp7/Irak3/Cd96/Il33/Il18r1/Xcl1/Tlr2/Gcnt3/Cd226/Atm/Cd160/Fgl2/Shld2/Igkv9-123/Igkv15-103/Igkv12-98/Igkv4-91/Igkv4-79/Igkv4-63/Igkv12-46/Igkv5-39/Igkv8-30/Igkv3-10/Iglv1/Igkv13-85/Igkv14-126/Igkv1-133/Igkv10-95/Igkv4-58/Igkv10-94	32
GO:1905952	GO:1905952	regulation of lipid localization	18/987	167/22893	0.000329838932629533	0.0229049578787451	0.0210352919290503	Pparg/Fasl/Cd36/Hbp1/Abca5/Apob/Ppara/Adipoq/Abcg8/Prap1/Lrat/Scp2/Dennd5b/Ces1f/Abcg5/Abca12/Ces1g/Lep	18
GO:0009743	GO:0009743	response to carbohydrate	21/987	212/22893	0.000352768975451502	0.0235701501237224	0.0216461864408897	Pde1c/Gip/Apob/Nr1d1/Pde8b/Zbtb20/Adipoq/Glp1r/Oprk1/Acvr1c/Pck1/Prkaa2/Slc2a5/Epha5/Ildr2/Camk2n1/Abca12/Ptprn2/Lepr/Calcrl/Zbed6	21
GO:0098742	GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	21/987	214/22893	0.000400206301074766	0.0259387043936592	0.0238214024260784	Gata5/Tenm1/Cldn1/Alcam/Cxadr/Adipoq/Ptprd/Dab1/Cdh8/Cdh6/Cntn5/Cd24a/Cdh19/Cldn2/Pcdhb18/Pcdh10/Flrt3/Pcdh15/Dsc3/Unc5d/Nlgn1	21
GO:0042752	GO:0042752	regulation of circadian rhythm	15/987	128/22893	0.000415643216938636	0.026584758914983	0.0244147213717002	Pparg/Prox1/Nr1d1/Nr1d2/Ppara/Casp1/Npy2r/Prkaa2/Per3/Ppargc1a/Usp9x/Ptger3/Per2/Lepr/Nlgn1	15
GO:0070857	GO:0070857	regulation of bile acid biosynthetic process	5/987	16/22893	0.000432644987918237	0.0266605408655935	0.0244843174592583	Prox1/Nr1d1/Ces1f/Ces1g/Malrd1	5
GO:0010874	GO:0010874	regulation of cholesterol efflux	8/987	43/22893	0.000438766358619107	0.0266605408655935	0.0244843174592583	Pparg/Abca5/Abca8b/Adipoq/Egf/Ces1f/Abca12/Ces1g	8
GO:0050892	GO:0050892	intestinal absorption	8/987	43/22893	0.000438766358619107	0.0266605408655935	0.0244843174592583	Cd36/Abcg8/Prap1/Gcnt3/Ireb2/Abcg5/Abcb1a/Lep	8
GO:0051048	GO:0051048	negative regulation of secretion	20/987	202/22893	0.000485381260308713	0.0291288679797612	0.026751162117859	Pparg/Oprm1/Braf/Pde1c/Pde8b/Stxbp5l/Adipoq/Oprk1/Acvr1c/P2ry1/Npy2r/Egf/Sytl4/Ppp1r9a/Ptger3/Wnk3/Cnr1/Ffar4/Grm7/Lep	20
GO:0150076	GO:0150076	neuroinflammatory response	10/987	66/22893	0.000498467729064215	0.0295494101339164	0.0271373766233804	Pparg/Nr1d1/Il33/Casp1/Tlr2/Nupr1/Atm/Cd200r3/Cd200r4/Cd200r2	10
GO:0098656	GO:0098656	anion transmembrane transport	20/987	203/22893	0.000517134039672411	0.0298362243907121	0.0274007790558603	Slc47a1/Ace2/Glra4/Gopc/Arg2/Slc17a1/Abcc5/Mpc1/Lrp2/Gabrb1/Slc13a1/Gabre/Gabra3/Gabrb3/Ano7/Slc6a20a/Abcb1a/Casr/Slc39a8/Per2	20
GO:0019218	GO:0019218	regulation of steroid metabolic process	14/987	117/22893	0.000517296133365696	0.0298362243907121	0.0274007790558603	Prox1/Apob/Nr1d1/Akr1c18/Pde8b/Thrb/Nr3c1/Fmo5/Scp2/Ppargc1a/Ces1f/Ces1g/Lep/Malrd1	14
GO:0007631	GO:0007631	feeding behavior	15/987	131/22893	0.000532816705455633	0.0298362243907121	0.0274007790558603	Oprm1/Cd36/Ace2/Glp1r/Oprk1/P2ry1/Npy2r/Tacr3/Iapp/Cnr1/Ntrk2/Grm7/Lepr/Lep/a	15
GO:0043171	GO:0043171	peptide catabolic process	6/987	26/22893	0.000693246450974016	0.0360882103690526	0.0331424333687355	Ggt1/Erap1/Lvrn/Enpep/Trhde/Naaladl1	6
GO:0090596	GO:0090596	sensory organ morphogenesis	27/987	319/22893	0.000697858830423975	0.0360882103690526	0.0331424333687355	Fasl/Fzd3/Prox1/Eya4/Aldh1a3/Tbx3/Thrb/Nipbl/Osr2/Myo3a/Cfh/Olfm3/Col11a1/Tspan12/Rpgr/Nr2e3/Rpgrip1l/Ripor2/Ccdc66/Tsku/Pcdh15/Aldh1a1/Ntrk2/Bcl2/Alms1/Chrna10/Atoh1	27
GO:0007611	GO:0007611	learning or memory	27/987	320/22893	0.0007317379243031	0.0374418742109197	0.034385601517667	Braf/Gip/Tnr/Pde8b/Glp1r/Casp1/Oprk1/Trpm7/Bche/Mme/Kcnab1/Tlr2/Elavl4/Tmod2/Gabrb3/Slc24a2/Cntnap2/Cpeb3/Lrrn4/Cnr1/Camk2n1/Ntrk2/Grm7/Gmfb/Sorcs3/Ptprz1/Scn2a	27
GO:0019748	GO:0019748	secondary metabolic process	9/987	58/22893	0.000789322260251417	0.0388239348147652	0.035654848482426	Akr1c18/Gsta3/Cyp2w1/Akr1c14/Fmo2/Fmo1/Bcl2/a/Ugt1a7c	9
GO:0007586	GO:0007586	digestion	15/987	136/22893	0.00079069523691869	0.0388239348147652	0.035654848482426	Cd36/Pbld2/Cyp39a1/Abcg8/Prap1/Muc2/Oprk1/Gcnt3/Ireb2/Capn8/Ptger3/Abcg5/Abcb1a/Wnk3/Lep	15
GO:0009791	GO:0009791	post-embryonic development	15/987	136/22893	0.00079069523691869	0.0388239348147652	0.035654848482426	Apob/Slc4a10/Usp9x/Atrx/Ireb2/Atm/Tmtc3/Ccdc66/Sox6/Bcl2/Selenop/Bpnt2/Zfp950/Scn9a/Ccdc47	15
GO:0035640	GO:0035640	exploration behavior	7/987	37/22893	0.000897633280313962	0.0427783860353546	0.0392865092034212	Crbn/Gip/Tnr/Slc4a10/Chl1/Gabrb3/Dpp4	7
GO:0048705	GO:0048705	skeletal system morphogenesis	23/987	260/22893	0.000933617908384751	0.0440613267248376	0.040464727127846	Hoxb6/Hoxc8/Pax5/Nipbl/Osr2/Hoxd8/Col11a1/Wdr48/Hoxb4/Hoxb5/Hoxb7/Hoxd11/Hoxb3/Hoxd10/Sox6/Hoxb8/Frem1/Bpnt2/Ripply1/Zfp950/Sp5/Hoxd3/Hoxd4	23
GO:0051588	GO:0051588	regulation of neurotransmitter transport	15/987	139/22893	0.000991188527390215	0.0448790899137544	0.0412157386555143	Braf/Cacnb4/Stxbp5l/P2ry1/Gpm6b/Ppp1r9a/Rims2/Nrn1/Grin3a/P2ry4/Ppfia2/Ntrk2/Per2/Grm7/Nlgn1	15
GO:1904478	GO:1904478	regulation of intestinal absorption	5/987	19/22893	0.00103403786676414	0.0448790899137544	0.0412157386555143	Abcg8/Prap1/Abcg5/Abcb1a/Lep	5
GO:0006694	GO:0006694	steroid biosynthetic process	17/987	169/22893	0.00104605108460429	0.0449987108164732	0.0413255952473852	Prox1/Apob/Nr1d1/Akr1c18/Pde8b/Cyp39a1/Nr3c1/Hsd3b6/Hmgcs2/Prkaa2/Scp2/Ppargc1a/Ces1f/Pbx1/Ces1g/Lep/Malrd1	17
GO:0006066	GO:0006066	alcohol metabolic process	28/987	345/22893	0.00107128961989102	0.0456087970910083	0.0418858819309361	Abca5/Apob/Akr1c18/Thrb/Gpd1/Cyp39a1/Cubn/Cat/Pck1/P2ry1/Hmgcs2/Lrat/Fmo5/Adh5/Mttp/Sdr16c5/Prkaa2/Scp2/Ces1f/Akr1c14/Inpp4b/Tsku/Adh6a/Aldh1a1/Ces1g/Lepr/Lep/Bpnt2	28
GO:0006814	GO:0006814	sodium ion transport	22/987	247/22893	0.00109109854518542	0.0457226726564338	0.0419904621609017	Nalcn/Slc22a4/Slc17a1/Slc17a4/Fgf12/Slc10a2/Slc5a7/Slc4a10/Slc13a1/Slc17a2/Slc6a20a/Neto2/Slc9a7/Slc24a2/Wnk3/Hecw2/Scn3a/Slc10a5/Slc4a4/Klhl24/Scn9a/Scn2a	22
