	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0042445	GO:0042445	hormone metabolic process	4/97	219/22893	0.0141358352397345	0.190793500111595	0.165665954499032	Ugt1a1/Pcsk1/Gcnt4/Cyp2c55	4
GO:0022600	GO:0022600	digestive system process	3/97	119/22893	0.0141699407164543	0.190793500111595	0.165665954499032	Oprk1/Gcnt3/Abcg8	3
GO:0050892	GO:0050892	intestinal absorption	2/97	43/22893	0.0143325920000902	0.190793500111595	0.165665954499032	Gcnt3/Abcg8	2
GO:0008202	GO:0008202	steroid metabolic process	5/97	337/22893	0.0143797296470879	0.190793500111595	0.165665954499032	Ugt1a1/Malrd1/Fmo5/Ces1f/Ces1g	5
GO:0016064	GO:0016064	immunoglobulin mediated immune response	4/97	221/22893	0.0145701422073371	0.190793500111595	0.165665954499032	Cfh/Gcnt3/Ighv13-2/Ighv1-12	4
GO:0042391	GO:0042391	regulation of membrane potential	6/97	470/22893	0.0149429253088905	0.194002594394912	0.168452410364731	Scn9a/Gabra3/Slc39a8/Cnr1/Pclo/Ntrk3	6
GO:0006956	GO:0006956	complement activation	3/97	126/22893	0.016492275441837	0.203672897529678	0.17684913246574	Cfh/Ighv13-2/Ighv1-12	3
GO:0097305	GO:0097305	response to alcohol	4/97	230/22893	0.0166289547458803	0.203704695637034	0.176876742755416	Cnr1/Grin3a/Ces1f/Ces1g	4
GO:0007215	GO:0007215	glutamate receptor signaling pathway	2/97	47/22893	0.0169712984863238	0.206235219205807	0.1790739958178	Grin3a/Sstr1	2
GO:0009409	GO:0009409	response to cold	2/97	48/22893	0.0176608886426611	0.21123535313545	0.183415611017441	Scn9a/Cdh8	2
GO:1901617	GO:1901617	organic hydroxy compound biosynthetic process	4/97	235/22893	0.0178476866740958	0.211801844202746	0.183907495087516	a/Malrd1/Ces1f/Ces1g	4
GO:0034332	GO:0034332	adherens junction organization	2/97	50/22893	0.0190751896855011	0.220034367971448	0.191055793678822	Cdh19/Cdh8	2
GO:0048863	GO:0048863	stem cell differentiation	4/97	240/22893	0.0191208272364919	0.220034367971448	0.191055793678822	Hoxd4/Sema3d/Gpm6a/Hoxb4	4
GO:0007586	GO:0007586	digestion	3/97	136/22893	0.0201590867173263	0.229170743174078	0.198988906272908	Oprk1/Gcnt3/Abcg8	3
GO:0032941	GO:0032941	secretion by tissue	2/97	52/22893	0.0205355903759642	0.229170743174078	0.198988906272908	Oprk1/Sytl2	2
GO:0099054	GO:0099054	presynapse assembly	2/97	53/22893	0.0212828077101033	0.229170743174078	0.198988906272908	Pclo/Ntrk3	2
GO:0050729	GO:0050729	positive regulation of inflammatory response	3/97	139/22893	0.0213396563357854	0.229170743174078	0.198988906272908	Cnr1/Lgals2/Il33	3
GO:0043010	GO:0043010	camera-type eye development	5/97	374/22893	0.0215142923874806	0.229170743174078	0.198988906272908	Cfh/Wt1/Ntrk3/Gpm6a/Osr2	5
GO:0002823	GO:0002823	negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	2/97	54/22893	0.0220412268870236	0.229170743174078	0.198988906272908	Klrd1/Il33	2
GO:0010720	GO:0010720	positive regulation of cell development	5/97	377/22893	0.0221778138555559	0.229170743174078	0.198988906272908	Hoxd11/Bnc1/Ntrk3/Fzd3/Il33	5
GO:0006690	GO:0006690	icosanoid metabolic process	3/97	142/22893	0.0225574708147018	0.231518906537378	0.201027816008687	Ces2a/Ces2b/Cyp2c55	3
GO:0007588	GO:0007588	excretion	2/97	56/22893	0.0235912464398541	0.235905889315328	0.204837032197156	Atp6v0a4/Abcg8	2
GO:0006695	GO:0006695	cholesterol biosynthetic process	2/97	57/22893	0.0243826363545138	0.235905889315328	0.204837032197156	Ces1f/Ces1g	2
GO:0044058	GO:0044058	regulation of digestive system process	2/97	57/22893	0.0243826363545138	0.235905889315328	0.204837032197156	Oprk1/Abcg8	2
GO:0050807	GO:0050807	regulation of synapse organization	4/97	263/22893	0.0256947736304215	0.242272628951192	0.210365270833196	Zfp804a/Ntrk3/Gpm6a/Cdh8	4
GO:0051930	GO:0051930	regulation of sensory perception of pain	2/97	59/22893	0.0259976553779093	0.242272628951192	0.210365270833196	Oprk1/Il33	2
GO:0046717	GO:0046717	acid secretion	2/97	60/22893	0.0268210780662474	0.243092803233844	0.211077427983789	Ces1f/Ces1g	2
GO:0099172	GO:0099172	presynapse organization	2/97	60/22893	0.0268210780662474	0.243092803233844	0.211077427983789	Pclo/Ntrk3	2
GO:0009306	GO:0009306	protein secretion	5/97	400/22893	0.0277099170681182	0.248175873452825	0.215491056745358	Zbed6/Malrd1/Cnr1/Pclo/Pcsk1	5
GO:0032102	GO:0032102	negative regulation of response to external stimulus	5/97	401/22893	0.0279686238013013	0.248175873452825	0.215491056745358	Grin3a/Sema3d/Klrd1/Nr1d2/Muc16	5
GO:0050803	GO:0050803	regulation of synapse structure or activity	4/97	271/22893	0.0282635293230411	0.248175873452825	0.215491056745358	Zfp804a/Ntrk3/Gpm6a/Cdh8	4
GO:0051932	GO:0051932	synaptic transmission, GABAergic	2/97	62/22893	0.0284992387320606	0.248795078356322	0.2160287122279	Gabra3/Cnr1	2
GO:0035637	GO:0035637	multicellular organismal signaling	3/97	157/22893	0.0292049273299438	0.25334308582789	0.219977746122689	Scn9a/Ace2/Ntrk3	3
GO:1902652	GO:1902652	secondary alcohol metabolic process	3/97	158/22893	0.02968109977282	0.254720850592732	0.221174058967252	Fmo5/Ces1f/Ces1g	3
GO:0048512	GO:0048512	circadian behavior	2/97	64/22893	0.0302184793864503	0.257875675213584	0.223913392496879	Per3/Nr1d2	2
GO:0002449	GO:0002449	lymphocyte mediated immunity	5/97	413/22893	0.0311937519437652	0.264711224595416	0.229848698533007	Cfh/Klrd1/Gcnt3/Ighv13-2/Ighv1-12	5
GO:0019098	GO:0019098	reproductive behavior	2/97	66/22893	0.0319780006873824	0.26810806632006	0.232798175461027	Oprk1/Cnr1	2
GO:0007338	GO:0007338	single fertilization	3/97	164/22893	0.032624325200018	0.269910860514856	0.234363541266841	Hoxd11/Wt1/Ppp3r2	3
GO:0001658	GO:0001658	branching involved in ureteric bud morphogenesis	2/97	67/22893	0.0328726196150418	0.269910860514856	0.234363541266841	Hoxd11/Wt1	2
GO:0002251	GO:0002251	organ or tissue specific immune response	2/97	68/22893	0.0337770136278434	0.270038335266811	0.234474227566137	Cfh/Gcnt3	2
GO:0006879	GO:0006879	cellular iron ion homeostasis	2/97	68/22893	0.0337770136278434	0.270038335266811	0.234474227566137	Cybrd1/Slc39a8	2
GO:0042440	GO:0042440	pigment metabolic process	2/97	68/22893	0.0337770136278434	0.270038335266811	0.234474227566137	Ugt1a1/a	2
GO:0051961	GO:0051961	negative regulation of nervous system development	3/97	167/22893	0.0341511548079072	0.270185438297974	0.234601957095985	Dab1/Sema3d/Ntrk3	3
GO:0050771	GO:0050771	negative regulation of axonogenesis	2/97	70/22893	0.0356147394211756	0.276014230514111	0.239663096104904	Dab1/Sema3d	2
GO:0032922	GO:0032922	circadian regulation of gene expression	2/97	72/22893	0.0374904093875809	0.278639497788865	0.241942615106509	Per3/Prkg2	2
GO:0007422	GO:0007422	peripheral nervous system development	2/97	75/22893	0.0403734027431462	0.278639497788865	0.241942615106509	Ntrk3/Adgrg6	2
GO:0002118	GO:0002118	aggressive behavior	1/97	10/22893	0.041580223114135	0.278639497788865	0.241942615106509	Gcnt4	1
GO:0048023	GO:0048023	positive regulation of melanin biosynthetic process	1/97	10/22893	0.041580223114135	0.278639497788865	0.241942615106509	a	1
GO:0060923	GO:0060923	cardiac muscle cell fate commitment	1/97	10/22893	0.041580223114135	0.278639497788865	0.241942615106509	Wt1	1
GO:0070257	GO:0070257	positive regulation of mucus secretion	1/97	10/22893	0.041580223114135	0.278639497788865	0.241942615106509	Sytl2	1
GO:0099541	GO:0099541	trans-synaptic signaling by lipid	1/97	10/22893	0.041580223114135	0.278639497788865	0.241942615106509	Cnr1	1
GO:0099542	GO:0099542	trans-synaptic signaling by endocannabinoid	1/97	10/22893	0.041580223114135	0.278639497788865	0.241942615106509	Cnr1	1
GO:1900118	GO:1900118	negative regulation of execution phase of apoptosis	1/97	10/22893	0.041580223114135	0.278639497788865	0.241942615106509	Fzd3	1
GO:1900378	GO:1900378	positive regulation of secondary metabolite biosynthetic process	1/97	10/22893	0.041580223114135	0.278639497788865	0.241942615106509	a	1
GO:0010876	GO:0010876	lipid localization	5/97	448/22893	0.0419003109337628	0.278639497788865	0.241942615106509	Ces1f/Ces1g/1700057G04Rik/Abca6/Abcg8	5
GO:0032103	GO:0032103	positive regulation of response to external stimulus	5/97	450/22893	0.0425716344746257	0.278639497788865	0.241942615106509	Cnr1/Klrd1/Ntrk3/Lgals2/Il33	5
GO:0007612	GO:0007612	learning	3/97	187/22893	0.0452582068682876	0.278639497788865	0.241942615106509	Oprk1/Lrrn4/Bche	3
GO:0006971	GO:0006971	hypotonic response	1/97	11/22893	0.0456429211151802	0.278639497788865	0.241942615106509	Prkg2	1
GO:0008343	GO:0008343	adult feeding behavior	1/97	11/22893	0.0456429211151802	0.278639497788865	0.241942615106509	a	1
GO:0009313	GO:0009313	oligosaccharide catabolic process	1/97	11/22893	0.0456429211151802	0.278639497788865	0.241942615106509	Sis	1
GO:0009812	GO:0009812	flavonoid metabolic process	1/97	11/22893	0.0456429211151802	0.278639497788865	0.241942615106509	Ugt1a1	1
GO:0019227	GO:0019227	neuronal action potential propagation	1/97	11/22893	0.0456429211151802	0.278639497788865	0.241942615106509	Ntrk3	1
GO:0030300	GO:0030300	regulation of intestinal cholesterol absorption	1/97	11/22893	0.0456429211151802	0.278639497788865	0.241942615106509	Abcg8	1
GO:0031620	GO:0031620	regulation of fever generation	1/97	11/22893	0.0456429211151802	0.278639497788865	0.241942615106509	Cnr1	1
GO:0060405	GO:0060405	regulation of penile erection	1/97	11/22893	0.0456429211151802	0.278639497788865	0.241942615106509	Cnr1	1
GO:0061517	GO:0061517	macrophage proliferation	1/97	11/22893	0.0456429211151802	0.278639497788865	0.241942615106509	Il33	1
GO:0097494	GO:0097494	regulation of vesicle size	1/97	11/22893	0.0456429211151802	0.278639497788865	0.241942615106509	Pclo	1
GO:0030534	GO:0030534	adult behavior	3/97	190/22893	0.0470613978457249	0.278639497788865	0.241942615106509	Oprk1/a/Dab1	3
GO:0007611	GO:0007611	learning or memory	4/97	320/22893	0.0472632556599825	0.278639497788865	0.241942615106509	Oprk1/Lrrn4/Bche/Cnr1	4
GO:0034109	GO:0034109	homotypic cell-cell adhesion	2/97	83/22893	0.0484514355604712	0.278639497788865	0.241942615106509	Cfh/Gm1123	2
GO:0002223	GO:0002223	stimulatory C-type lectin receptor signaling pathway	1/97	12/22893	0.0496885743208373	0.278639497788865	0.241942615106509	Klrd1	1
GO:0007341	GO:0007341	penetration of zona pellucida	1/97	12/22893	0.0496885743208373	0.278639497788865	0.241942615106509	Ppp3r2	1
GO:0032275	GO:0032275	luteinizing hormone secretion	1/97	12/22893	0.0496885743208373	0.278639497788865	0.241942615106509	Oprk1	1
GO:0033212	GO:0033212	iron import into cell	1/97	12/22893	0.0496885743208373	0.278639497788865	0.241942615106509	Slc39a8	1
GO:0042135	GO:0042135	neurotransmitter catabolic process	1/97	12/22893	0.0496885743208373	0.278639497788865	0.241942615106509	Bche	1
GO:0045348	GO:0045348	positive regulation of MHC class II biosynthetic process	1/97	12/22893	0.0496885743208373	0.278639497788865	0.241942615106509	Il33	1
GO:0052695	GO:0052695	cellular glucuronidation	1/97	12/22893	0.0496885743208373	0.278639497788865	0.241942615106509	Ugt1a1	1
GO:0072124	GO:0072124	regulation of glomerular mesangial cell proliferation	1/97	12/22893	0.0496885743208373	0.278639497788865	0.241942615106509	Wt1	1
GO:1903779	GO:1903779	regulation of cardiac conduction	1/97	12/22893	0.0496885743208373	0.278639497788865	0.241942615106509	Ace2	1
GO:1905941	GO:1905941	positive regulation of gonad development	1/97	12/22893	0.0496885743208373	0.278639497788865	0.241942615106509	Wt1	1
GO:1990840	GO:1990840	response to lectin	1/97	12/22893	0.0496885743208373	0.278639497788865	0.241942615106509	Klrd1	1
GO:1990858	GO:1990858	cellular response to lectin	1/97	12/22893	0.0496885743208373	0.278639497788865	0.241942615106509	Klrd1	1
GO:2000018	GO:2000018	regulation of male gonad development	1/97	12/22893	0.0496885743208373	0.278639497788865	0.241942615106509	Wt1	1
GO:2001054	GO:2001054	negative regulation of mesenchymal cell apoptotic process	1/97	12/22893	0.0496885743208373	0.278639497788865	0.241942615106509	Wt1	1
