ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
hsa05220	hsa05220	Chronic myeloid leukemia	2/29	76/8464	0.02762634653963	0.24141259008127	0.219067686099156	3845/7042	2
hsa05412	hsa05412	Arrhythmogenic right ventricular cardiomyopathy	2/29	77/8464	0.0283035450440109	0.24141259008127	0.219067686099156	1674/6547	2
hsa05210	hsa05210	Colorectal cancer	2/29	86/8464	0.0346939091367016	0.279478712490097	0.253610446905714	3845/7042	2
hsa04211	hsa04211	Longevity regulating pathway	2/29	89/8464	0.0369384131530146	0.281898416167743	0.255806185270184	9365/3845	2
hsa04933	hsa04933	AGE-RAGE signaling pathway in diabetic complications	2/29	100/8464	0.0456292831929386	0.330812303148805	0.300192652585122	3845/7042	2
hsa04020	hsa04020	Calcium signaling pathway	3/29	253/8464	0.054461462431453	0.376043431074318	0.341237233279781	3362/5350/6547	3
hsa04726	hsa04726	Serotonergic synapse	2/29	115/8464	0.0585618215031421	0.385975641725255	0.350250128607309	3362/3845	2
hsa04919	hsa04919	Thyroid hormone signaling pathway	2/29	121/8464	0.0640547862389912	0.403823652376249	0.366446145531986	3845/5350	2
hsa00340	hsa00340	Histidine metabolism	1/29	22/8464	0.0728143758840257	0.42163700811787	0.382610715170481	3176	1
hsa04068	hsa04068	FoxO signaling pathway	2/29	131/8464	0.0735816956279042	0.42163700811787	0.382610715170481	3845/7042	2
hsa04915	hsa04915	Estrogen signaling pathway	2/29	138/8464	0.0805091398964296	0.42163700811787	0.382610715170481	3845/3872	2
hsa04371	hsa04371	Apelin signaling pathway	2/29	139/8464	0.0815152395843478	0.42163700811787	0.382610715170481	3845/6547	2
hsa05206	hsa05206	MicroRNAs in cancer	3/29	310/8464	0.0882888628921713	0.42163700811787	0.382610715170481	3845/7042/7168	3
hsa05226	hsa05226	Gastric cancer	2/29	149/8464	0.0917904169123089	0.42163700811787	0.382610715170481	3845/7042	2
hsa04921	hsa04921	Oxytocin signaling pathway	2/29	154/8464	0.097066854267162	0.42163700811787	0.382610715170481	3845/10398	2
hsa00053	hsa00053	Ascorbate and aldarate metabolism	1/29	30/8464	0.0980010128440185	0.42163700811787	0.382610715170481	9365	1
hsa01523	hsa01523	Antifolate resistance	1/29	30/8464	0.0980010128440185	0.42163700811787	0.382610715170481	1244	1
hsa04218	hsa04218	Cellular senescence	2/29	156/8464	0.0992019558736118	0.42163700811787	0.382610715170481	3845/7042	2
hsa04390	hsa04390	Hippo signaling pathway	2/29	157/8464	0.100274625315854	0.42163700811787	0.382610715170481	85409/7042	2
hsa00640	hsa00640	Propanoate metabolism	1/29	32/8464	0.104193695939113	0.42163700811787	0.382610715170481	3945	1
hsa05161	hsa05161	Hepatitis B	2/29	162/8464	0.105687811334549	0.42163700811787	0.382610715170481	3845/7042	2
hsa05225	hsa05225	Hepatocellular carcinoma	2/29	168/8464	0.112288913924772	0.42163700811787	0.382610715170481	3845/7042	2
hsa04530	hsa04530	Tight junction	2/29	169/8464	0.113399808499756	0.42163700811787	0.382610715170481	4629/10398	2
hsa00040	hsa00040	Pentose and glucuronate interconversions	1/29	35/8464	0.113405815976531	0.42163700811787	0.382610715170481	9365	1
hsa04960	hsa04960	Aldosterone-regulated sodium reabsorption	1/29	37/8464	0.11949634193455	0.422609014158774	0.383492753320122	3845	1
hsa05216	hsa05216	Thyroid cancer	1/29	37/8464	0.11949634193455	0.422609014158774	0.383492753320122	3845	1
hsa05219	hsa05219	Bladder cancer	1/29	41/8464	0.131556433893365	0.454182926536616	0.412144216457909	3845	1
hsa04940	hsa04940	Type I diabetes mellitus	1/29	43/8464	0.137526515406243	0.459536449676591	0.417002222937016	1363	1
hsa02010	hsa02010	ABC transporters	1/29	45/8464	0.143456961636369	0.459536449676591	0.417002222937016	1244	1
hsa00620	hsa00620	Pyruvate metabolism	1/29	47/8464	0.149348026384213	0.459536449676591	0.417002222937016	3945	1
hsa05415	hsa05415	Diabetic cardiomyopathy	2/29	203/8464	0.152742237631578	0.459536449676591	0.417002222937016	5350/7042	2
hsa05205	hsa05205	Proteoglycans in cancer	2/29	205/8464	0.155138787912522	0.459536449676591	0.417002222937016	3845/7042	2
hsa05144	hsa05144	Malaria	1/29	50/8464	0.158111334565256	0.459536449676591	0.417002222937016	7042	1
hsa04015	hsa04015	Rap1 signaling pathway	2/29	210/8464	0.16116364287572	0.459536449676591	0.417002222937016	55740/3845	2
hsa05170	hsa05170	Human immunodeficiency virus 1 infection	2/29	212/8464	0.163586437152754	0.459536449676591	0.417002222937016	1073/3845	2
hsa00600	hsa00600	Sphingolipid metabolism	1/29	53/8464	0.166787446313969	0.459536449676591	0.417002222937016	9331	1
hsa05166	hsa05166	Human T-cell leukemia virus 1 infection	2/29	222/8464	0.175802065231652	0.459536449676591	0.417002222937016	3845/7042	2
hsa05213	hsa05213	Endometrial cancer	1/29	58/8464	0.181056132352637	0.459536449676591	0.417002222937016	3845	1
hsa04370	hsa04370	VEGF signaling pathway	1/29	59/8464	0.18388142049941	0.459536449676591	0.417002222937016	3845	1
hsa04730	hsa04730	Long-term depression	1/29	60/8464	0.186697296621423	0.459536449676591	0.417002222937016	3845	1
hsa04978	hsa04978	Mineral absorption	1/29	60/8464	0.186697296621423	0.459536449676591	0.417002222937016	6547	1
hsa04213	hsa04213	Longevity regulating pathway - multiple species	1/29	62/8464	0.192300933651755	0.459536449676591	0.417002222937016	3845	1
hsa04929	hsa04929	GnRH secretion	1/29	64/8464	0.197867284230859	0.459536449676591	0.417002222937016	3845	1
hsa05321	hsa05321	Inflammatory bowel disease	1/29	65/8464	0.200636551940061	0.459536449676591	0.417002222937016	7042	1
hsa00010	hsa00010	Glycolysis / Gluconeogenesis	1/29	67/8464	0.206147421065561	0.459536449676591	0.417002222937016	3945	1
hsa04720	hsa04720	Long-term potentiation	1/29	67/8464	0.206147421065561	0.459536449676591	0.417002222937016	3845	1
hsa05221	hsa05221	Acute myeloid leukemia	1/29	67/8464	0.206147421065561	0.459536449676591	0.417002222937016	3845	1
hsa04664	hsa04664	Fc epsilon RI signaling pathway	1/29	68/8464	0.208889081752604	0.459536449676591	0.417002222937016	3845	1
hsa04924	hsa04924	Renin secretion	1/29	69/8464	0.211621599216774	0.459536449676591	0.417002222937016	5139	1
hsa04917	hsa04917	Prolactin signaling pathway	1/29	70/8464	0.214345002864506	0.459536449676591	0.417002222937016	3845	1
hsa04137	hsa04137	Mitophagy - animal	1/29	72/8464	0.219764585881241	0.459536449676591	0.417002222937016	3845	1
hsa05218	hsa05218	Melanoma	1/29	72/8464	0.219764585881241	0.459536449676591	0.417002222937016	3845	1
hsa05223	hsa05223	Non-small cell lung cancer	1/29	72/8464	0.219764585881241	0.459536449676591	0.417002222937016	3845	1
hsa01524	hsa01524	Platinum drug resistance	1/29	73/8464	0.222460823608773	0.459536449676591	0.417002222937016	1244	1
hsa05214	hsa05214	Glioma	1/29	75/8464	0.22782633672103	0.459536449676591	0.417002222937016	3845	1
hsa05133	hsa05133	Pertussis	1/29	76/8464	0.230495669923448	0.459536449676591	0.417002222937016	1073	1
hsa05140	hsa05140	Leishmaniasis	1/29	77/8464	0.23315609261923	0.459536449676591	0.417002222937016	7042	1
hsa01521	hsa01521	EGFR tyrosine kinase inhibitor resistance	1/29	79/8464	0.238450321143181	0.459536449676591	0.417002222937016	3845	1
hsa04662	hsa04662	B cell receptor signaling pathway	1/29	84/8464	0.251531955697162	0.459536449676591	0.417002222937016	3845	1
hsa04012	hsa04012	ErbB signaling pathway	1/29	85/8464	0.254122119573628	0.459536449676591	0.417002222937016	3845	1
hsa04540	hsa04540	Gap junction	1/29	88/8464	0.261840789583606	0.459536449676591	0.417002222937016	3845	1
hsa04976	hsa04976	Bile secretion	1/29	89/8464	0.264396498406681	0.459536449676591	0.417002222937016	1244	1
hsa05235	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	1/29	89/8464	0.264396498406681	0.459536449676591	0.417002222937016	3845	1
hsa05032	hsa05032	Morphine addiction	1/29	91/8464	0.269482310224391	0.459536449676591	0.417002222937016	5139	1
hsa04520	hsa04520	Adherens junction	1/29	93/8464	0.274534164174073	0.459536449676591	0.417002222937016	10398	1
hsa04912	hsa04912	GnRH signaling pathway	1/29	93/8464	0.274534164174073	0.459536449676591	0.417002222937016	3845	1
hsa05323	hsa05323	Rheumatoid arthritis	1/29	93/8464	0.274534164174073	0.459536449676591	0.417002222937016	7042	1
hsa04010	hsa04010	MAPK signaling pathway	2/29	302/8464	0.277211109757571	0.459536449676591	0.417002222937016	3845/7042	2
hsa05150	hsa05150	Staphylococcus aureus infection	1/29	96/8464	0.282048752110343	0.459536449676591	0.417002222937016	3872	1
hsa04666	hsa04666	Fc gamma R-mediated phagocytosis	1/29	97/8464	0.284536871874779	0.459536449676591	0.417002222937016	1073	1
hsa05215	hsa05215	Prostate cancer	1/29	97/8464	0.284536871874779	0.459536449676591	0.417002222937016	3845	1
hsa01522	hsa01522	Endocrine resistance	1/29	98/8464	0.287016665195639	0.459536449676591	0.417002222937016	3845	1
hsa05231	hsa05231	Choline metabolism in cancer	1/29	98/8464	0.287016665195639	0.459536449676591	0.417002222937016	3845	1
hsa04916	hsa04916	Melanogenesis	1/29	101/8464	0.294406354802762	0.459536449676591	0.417002222937016	3845	1
hsa04914	hsa04914	Progesterone-mediated oocyte maturation	1/29	102/8464	0.296853110238697	0.459536449676591	0.417002222937016	3845	1
hsa05142	hsa05142	Chagas disease	1/29	102/8464	0.296853110238697	0.459536449676591	0.417002222937016	7042	1
hsa05146	hsa05146	Amoebiasis	1/29	102/8464	0.296853110238697	0.459536449676591	0.417002222937016	7042	1
hsa04974	hsa04974	Protein digestion and absorption	1/29	103/8464	0.299291672759993	0.459536449676591	0.417002222937016	6547	1
hsa04625	hsa04625	C-type lectin receptor signaling pathway	1/29	104/8464	0.301722068823856	0.459536449676591	0.417002222937016	3845	1
hsa04660	hsa04660	T cell receptor signaling pathway	1/29	104/8464	0.301722068823856	0.459536449676591	0.417002222937016	3845	1
hsa04928	hsa04928	Parathyroid hormone synthesis, secretion and action	1/29	106/8464	0.306558466996936	0.459536449676591	0.417002222937016	9365	1
hsa04922	hsa04922	Glucagon signaling pathway	1/29	107/8464	0.308964521610132	0.459536449676591	0.417002222937016	3945	1
hsa04350	hsa04350	TGF-beta signaling pathway	1/29	108/8464	0.311362514774342	0.459536449676591	0.417002222937016	7042	1
hsa04066	hsa04066	HIF-1 signaling pathway	1/29	109/8464	0.313752472537811	0.459536449676591	0.417002222937016	3945	1
hsa05145	hsa05145	Toxoplasmosis	1/29	112/8464	0.32087439269176	0.462838061509119	0.419998240933865	7042	1
hsa04725	hsa04725	Cholinergic synapse	1/29	113/8464	0.323232467717136	0.462838061509119	0.419998240933865	3845	1
hsa04670	hsa04670	Leukocyte transendothelial migration	1/29	114/8464	0.325582636371932	0.462838061509119	0.419998240933865	10398	1
hsa04722	hsa04722	Neurotrophin signaling pathway	1/29	119/8464	0.337215776098543	0.472029652682756	0.428339067770196	3845	1
hsa04935	hsa04935	Growth hormone synthesis, secretion and action	1/29	120/8464	0.33951904062738	0.472029652682756	0.428339067770196	3845	1
hsa04071	hsa04071	Sphingolipid signaling pathway	1/29	121/8464	0.341814576080616	0.472029652682756	0.428339067770196	3845	1
hsa00230	hsa00230	Purine metabolism	1/29	128/8464	0.357669001450815	0.479133957629585	0.434785805471493	5139	1
hsa04380	hsa04380	Osteoclast differentiation	1/29	128/8464	0.357669001450815	0.479133957629585	0.434785805471493	7042	1
hsa04926	hsa04926	Relaxin signaling pathway	1/29	129/8464	0.359903598254789	0.479133957629585	0.434785805471493	3845	1
hsa04080	hsa04080	Neuroactive ligand-receptor interaction	2/29	367/8464	0.360176561252585	0.479133957629585	0.434785805471493	3362/594857	2
hsa04650	hsa04650	Natural killer cell mediated cytotoxicity	1/29	132/8464	0.366562445406973	0.483195950763738	0.43847182464949	3845	1
hsa04210	hsa04210	Apoptosis	1/29	136/8464	0.375336943668769	0.488743425630115	0.443505830880323	3845	1
hsa04910	hsa04910	Insulin signaling pathway	1/29	137/8464	0.377512163245331	0.488743425630115	0.443505830880323	3845	1
hsa04140	hsa04140	Autophagy - animal	1/29	141/8464	0.386140135406923	0.492256979726482	0.446694173980473	3845	1
hsa04550	hsa04550	Signaling pathways regulating pluripotency of stem cells	1/29	143/8464	0.390410708058934	0.492256979726482	0.446694173980473	3845	1
hsa05017	hsa05017	Spinocerebellar ataxia	1/29	143/8464	0.390410708058934	0.492256979726482	0.446694173980473	6712	1
hsa05224	hsa05224	Breast cancer	1/29	147/8464	0.398865962019375	0.496918738693382	0.450924445275301	3845	1
hsa04072	hsa04072	Phospholipase D signaling pathway	1/29	148/8464	0.400962016738797	0.496918738693382	0.450924445275301	3845	1
hsa04150	hsa04150	mTOR signaling pathway	1/29	156/8464	0.417478303235981	0.506909922676085	0.459990855422945	3845	1
hsa04110	hsa04110	Cell cycle	1/29	157/8464	0.419511660145726	0.506909922676085	0.459990855422945	7042	1
hsa05160	hsa05160	Hepatitis C	1/29	157/8464	0.419511660145726	0.506909922676085	0.459990855422945	3845	1
hsa03010	hsa03010	Ribosome	1/29	167/8464	0.43947192685189	0.526639912343174	0.477894657298706	6123	1
hsa04310	hsa04310	Wnt signaling pathway	1/29	171/8464	0.447269056944287	0.531590272597718	0.482386817239308	85409	1
hsa05152	hsa05152	Tuberculosis	1/29	180/8464	0.464431598418214	0.54750066480196	0.496824559711397	7042	1
hsa05034	hsa05034	Alcoholism	1/29	188/8464	0.479254309130226	0.560418345353893	0.508546592880121	3845	1
hsa04062	hsa04062	Chemokine signaling pathway	1/29	192/8464	0.486516340508391	0.560760124787184	0.508856737556428	3845	1
hsa05167	hsa05167	Kaposi sarcoma-associated herpesvirus infection	1/29	194/8464	0.490110591152618	0.560760124787184	0.508856737556428	3845	1
hsa05022	hsa05022	Pathways of neurodegeneration - multiple diseases	2/29	476/8464	0.491148523089464	0.560760124787184	0.508856737556428	3845/6712	2
hsa05130	hsa05130	Pathogenic Escherichia coli infection	1/29	197/8464	0.495456459542212	0.561259270575161	0.509309682917569	4629	1
hsa04510	hsa04510	Focal adhesion	1/29	203/8464	0.505986320284758	0.566303680262865	0.513887187171384	10398	1
hsa05203	hsa05203	Viral carcinogenesis	1/29	204/8464	0.507720540925327	0.566303680262865	0.513887187171384	3845	1
hsa05207	hsa05207	Chemical carcinogenesis - receptor activation	1/29	212/8464	0.521384279094367	0.577104736402162	0.523688508531908	3845	1
hsa05417	hsa05417	Lipid and atherosclerosis	1/29	215/8464	0.526413171099748	0.577533235569968	0.524077346252239	3845	1
hsa03040	hsa03040	Spliceosome	1/29	217/8464	0.529737381591763	0.577533235569968	0.524077346252239	26832	1
hsa05208	hsa05208	Chemical carcinogenesis - reactive oxygen species	1/29	223/8464	0.539575396131896	0.583018524107724	0.529054922057825	3845	1
hsa05163	hsa05163	Human cytomegalovirus infection	1/29	225/8464	0.542810350031329	0.583018524107724	0.529054922057825	3845	1
hsa04714	hsa04714	Thermogenesis	1/29	232/8464	0.553960769589397	0.586308843726004	0.532040693036301	3845	1
hsa05171	hsa05171	Coronavirus disease - COVID-19	1/29	232/8464	0.553960769589397	0.586308843726004	0.532040693036301	6123	1
hsa04014	hsa04014	Ras signaling pathway	1/29	236/8464	0.560214063227582	0.588630718608691	0.534147657539647	3845	1
hsa05131	hsa05131	Shigellosis	1/29	247/8464	0.576977275459505	0.6006708987118	0.545073410809256	10398	1
hsa05132	hsa05132	Salmonella infection	1/29	249/8464	0.579958109101048	0.6006708987118	0.545073410809256	10398	1
hsa04060	hsa04060	Cytokine-cytokine receptor interaction	1/29	297/8464	0.645708437336701	0.664026407190224	0.60256479781327	7042	1
hsa05165	hsa05165	Human papillomavirus infection	1/29	331/8464	0.686145306542305	0.700641334145312	0.635790684342388	3845	1
hsa04151	hsa04151	PI3K-Akt signaling pathway	1/29	354/8464	0.710932428332805	0.720875539218578	0.654152031958782	3845	1
hsa05010	hsa05010	Alzheimer disease	1/29	384/8464	0.740436781203078	0.745578703294766	0.676568696274742	3845	1
hsa04740	hsa04740	Olfactory transduction	1/29	439/8464	0.787151807919989	0.787151807919989	0.714293836588012	6547	1
